Date,Open,High,Low,Close,Adj Close,Volume
2023-10-27,39.220001,39.290001,38.780998,38.783001,38.783001,36300
2023-10-30,39.250000,39.330002,39.220001,39.304001,39.304001,1700
2023-10-31,39.189999,39.453999,39.174999,39.453999,39.453999,1100
2023-11-01,39.779999,40.145000,39.660000,40.145000,40.145000,2700
2023-11-02,40.599998,40.759998,40.599998,40.731998,40.731998,13600
2023-11-03,40.820000,41.240002,40.820000,41.108002,41.108002,60900
